//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump11;Stump112
8776
445624.51100166;5696599.82589920;472.79514982;0.121569;0.141176;0.117647;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.004101;0.004101;-0.004101;1.000000;1.000000
445624.60880096;5696599.77139862;473.00624992;0.486275;0.517647;0.427451;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.058601;0.058601;-0.058601;1.000000;1.000000
445624.64760216;5696599.80019959;472.87785007;0.0509804;0.0627451;0.0509804;3598.000000;1.000000;1.000000;1.000000;1.000000;-0.029800;0.029800;-0.029800;1.000000;1.000000
445624.62470062;5696599.71929749;472.95974972;0.572549;0.619608;0.47451;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.110703;0.110703;-0.110703;1.000000;1.000000
445624.64390190;5696599.78420074;472.87514975;0.054902;0.0901961;0.054902;4883.000000;1.000000;1.000000;1.000000;1.000000;-0.045799;0.045799;-0.045799;1.000000;1.000000
445624.61220177;5696599.75559814;472.95025017;0.2;0.227451;0.109804;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.074402;0.074402;-0.074402;1.000000;1.000000
445624.68760117;5696599.71069916;472.84135010;0.454902;0.466667;0.466667;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.119301;0.119301;-0.119301;1.000000;1.000000
445624.53510101;5696599.67140015;472.82235004;0.027451;0.027451;0.0313725;1799.000000;1.000000;1.000000;1.000000;1.000000;-0.158612;0.158612;-0.158612;1.000000;1.000000
445624.67810066;5696599.69029816;472.85465004;0.278431;0.290196;0.290196;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.139702;0.139702;-0.139702;1.000000;1.000000
445624.64540108;5696599.77619751;472.92875006;0.227451;0.254902;0.180392;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.053802;0.053802;-0.053802;1.000000;1.000000
445624.41180237;5696599.76729782;472.79925014;0.188235;0.203922;0.172549;12593.000000;1.000000;1.000000;1.000000;1.000000;0.109750;-0.109750;0.109750;1.000000;1.000000
445624.86680229;5696599.84239777;472.76714994;0.270588;0.266667;0.27451;17476.000000;1.000000;1.000000;1.000000;1.000000;0.012398;-0.012398;0.012398;1.000000;1.000000
445624.93950089;5696599.84269913;472.76345016;0.317647;0.317647;0.333333;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.012699;0.012699;-0.012699;1.000000;1.000000
445624.61740120;5696599.76519974;472.90404989;0.219608;0.27451;0.192157;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.064800;0.064800;-0.064800;1.000000;1.000000
445624.85570152;5696599.69999893;472.82324984;0.729412;0.713725;0.701961;46774.000000;1.000000;1.000000;1.000000;1.000000;-0.130001;0.130001;-0.130001;1.000000;1.000000
445624.98080070;5696599.78969772;472.77404978;0.831373;0.811765;0.780392;53199.000000;1.000000;1.000000;1.000000;1.000000;0.040302;-0.040302;0.040302;1.000000;1.000000
445624.60860069;5696599.71999939;473.00794985;0.72549;0.752941;0.588235;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.110001;0.110001;-0.110001;1.000000;1.000000
445624.43240173;5696599.75620087;472.78615000;0.27451;0.27451;0.211765;17476.000000;1.000000;1.000000;1.000000;1.000000;0.101357;-0.101357;0.101357;1.000000;1.000000
445624.57330139;5696599.74669846;472.85755016;0.294118;0.290196;0.227451;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.083302;0.083302;-0.083302;1.000000;1.000000
445624.58660133;5696599.81180008;472.80074980;0.0470588;0.0470588;0.0627451;3084.000000;1.000000;1.000000;1.000000;1.000000;-0.018200;0.018200;-0.018200;1.000000;1.000000
445624.86850174;5696599.77630051;472.80144979;0.298039;0.305882;0.32549;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.053699;0.053699;-0.053699;1.000000;1.000000
445624.93560226;5696599.73079880;472.77364971;0.917647;0.909804;0.886275;59367.000000;1.000000;1.000000;1.000000;1.000000;-0.099201;0.099201;-0.099201;1.000000;1.000000
445624.46990211;5696599.75739868;472.78545000;0.290196;0.286275;0.243137;18504.000000;1.000000;1.000000;1.000000;1.000000;0.079331;-0.079331;0.079331;1.000000;1.000000
445624.91240128;5696599.87119873;472.74865009;0.145098;0.145098;0.156863;9509.000000;1.000000;1.000000;1.000000;1.000000;-0.041199;0.041199;-0.041199;1.000000;1.000000
445624.60920151;5696599.75649841;472.91284992;0.184314;0.219608;0.113725;12850.000000;1.000000;1.000000;1.000000;1.000000;-0.073502;0.073502;-0.073502;1.000000;1.000000
445624.60680206;5696599.75279816;473.01284983;0.282353;0.298039;0.137255;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.077202;0.077202;-0.077202;1.000000;1.000000
445624.46120079;5696599.92600067;472.81045010;0.235294;0.305882;0.254902;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.071927;0.071927;-0.071927;1.000000;1.000000
445624.53810127;5696599.64029892;472.84775021;0.0666667;0.0627451;0.0588235;4112.000000;1.000000;1.000000;1.000000;1.000000;-0.189731;0.189731;-0.189731;1.000000;1.000000
445624.91240128;5696599.83109863;472.76914980;0.352941;0.345098;0.352941;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.001099;0.001099;-0.001099;1.000000;1.000000
445624.98760231;5696599.83579834;472.77024986;0.443137;0.435294;0.443137;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.005798;0.005798;-0.005798;1.000000;1.000000
445624.73000153;5696599.75160034;472.81344988;0.321569;0.337255;0.341176;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.078400;0.078400;-0.078400;1.000000;1.000000
445624.84050186;5696599.75770004;472.81384995;0.345098;0.352941;0.376471;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.072300;0.072300;-0.072300;1.000000;1.000000
445624.65540131;5696599.71290024;472.88654997;0.156863;0.184314;0.14902;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.117100;0.117100;-0.117100;1.000000;1.000000
445624.79870232;5696599.65119751;472.84564974;0.756863;0.745098;0.733333;48830.000000;1.000000;1.000000;1.000000;1.000000;-0.178802;0.178802;-0.178802;1.000000;1.000000
445624.65810211;5696599.74749954;472.89864971;0.631373;0.690196;0.6;43176.000000;1.000000;1.000000;1.000000;1.000000;-0.082500;0.082500;-0.082500;1.000000;1.000000
445624.43420227;5696599.93559845;472.80695011;0.0862745;0.156863;0.12549;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.098925;0.098925;-0.098925;1.000000;1.000000
445624.47180183;5696599.93680008;472.80634977;0.266667;0.32549;0.301961;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.061326;0.061326;-0.061326;1.000000;1.000000
445624.61110123;5696599.69039734;472.94245007;0.188235;0.223529;0.160784;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.139603;0.139603;-0.139603;1.000000;1.000000
445624.87060173;5696599.67329987;472.80025007;0.886275;0.87451;0.843137;57311.000000;1.000000;1.000000;1.000000;1.000000;-0.156700;0.156700;-0.156700;1.000000;1.000000
445624.76410110;5696599.82599838;472.78095009;0.239216;0.231373;0.227451;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.004002;0.004002;-0.004002;1.000000;1.000000
445624.65740211;5696599.69230087;472.84905006;0.423529;0.423529;0.380392;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.137699;0.137699;-0.137699;1.000000;1.000000
445624.60910233;5696599.79339798;472.94124987;0.419608;0.45098;0.356863;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.036602;0.036602;-0.036602;1.000000;1.000000
445624.67840202;5696599.85959824;472.78214981;0.141176;0.137255;0.129412;8995.000000;1.000000;1.000000;1.000000;1.000000;0.029598;-0.029598;0.029598;1.000000;1.000000
445624.89540108;5696599.80679901;472.78434994;0.313725;0.317647;0.337255;20817.000000;1.000000;1.000000;1.000000;1.000000;0.023201;-0.023201;0.023201;1.000000;1.000000
445624.97450073;5696599.90979965;472.74725010;0.141176;0.137255;0.137255;8995.000000;1.000000;1.000000;1.000000;1.000000;-0.079800;0.079800;-0.079800;1.000000;1.000000
445624.67600067;5696599.75770004;472.88565018;0.470588;0.513725;0.466667;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.072300;0.072300;-0.072300;1.000000;1.000000
445624.93820198;5696599.87109955;472.74744989;0.231373;0.227451;0.239216;14906.000000;1.000000;1.000000;1.000000;1.000000;0.041100;-0.041100;0.041100;1.000000;1.000000
445624.67640121;5696599.72089966;472.85024979;0.0901961;0.113725;0.109804;6939.000000;1.000000;1.000000;1.000000;1.000000;-0.109100;0.109100;-0.109100;1.000000;1.000000
445624.65470131;5696599.76239975;473.00815012;0.670588;0.67451;0.627451;43690.000000;1.000000;1.000000;1.000000;1.000000;-0.067600;0.067600;-0.067600;1.000000;1.000000
445624.58730133;5696599.76629837;473.00754978;0.133333;0.145098;0.109804;8995.000000;1.000000;1.000000;1.000000;1.000000;-0.063702;0.063702;-0.063702;1.000000;1.000000
445624.59200104;5696599.68919952;472.84144976;0.223529;0.211765;0.156863;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.140800;0.140800;-0.140800;1.000000;1.000000
445624.86540230;5696599.69930084;472.81435015;0.737255;0.72549;0.709804;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.130699;0.130699;-0.130699;1.000000;1.000000
445624.99530228;5696599.88439758;472.75255014;0.329412;0.317647;0.345098;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.054398;0.054398;-0.054398;1.000000;1.000000
445624.54520233;5696599.67980011;472.82294991;0.0784314;0.0705882;0.0666667;4626.000000;1.000000;1.000000;1.000000;1.000000;-0.150200;0.150200;-0.150200;1.000000;1.000000
445624.54550179;5696599.71309860;472.78134968;0.0784314;0.0862745;0.0941176;5397.000000;1.000000;1.000000;1.000000;1.000000;-0.116901;0.116901;-0.116901;1.000000;1.000000
445624.60030182;5696599.79049881;473.02705004;0.67451;0.721569;0.615686;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.039651;0.039651;-0.039651;1.000000;1.000000
445624.63850220;5696599.65299805;472.93164970;0.0862745;0.0901961;0.0941176;5654.000000;1.000000;1.000000;1.000000;1.000000;-0.177002;0.177002;-0.177002;1.000000;1.000000
445624.47080238;5696599.74099930;472.78534986;0.203922;0.203922;0.180392;13107.000000;1.000000;1.000000;1.000000;1.000000;0.094270;-0.094270;0.094270;1.000000;1.000000
445624.93430145;5696599.79839905;472.78604986;0.498039;0.501961;0.501961;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.031601;0.031601;-0.031601;1.000000;1.000000
445625.00490196;5696599.86479767;472.75734999;0.337255;0.329412;0.345098;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.034798;0.034798;-0.034798;1.000000;1.000000
445624.97580154;5696599.87459763;472.74914982;0.403922;0.4;0.415686;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.044598;0.044598;-0.044598;1.000000;1.000000
445624.71740158;5696599.85129745;472.78144981;0.207843;0.2;0.207843;13107.000000;1.000000;1.000000;1.000000;1.000000;0.021297;-0.021297;0.021297;1.000000;1.000000
445624.60690125;5696599.69859894;472.89575006;0.117647;0.164706;0.0470588;8995.000000;1.000000;1.000000;1.000000;1.000000;-0.131401;0.131401;-0.131401;1.000000;1.000000
445624.93690117;5696599.69330032;472.77084972;0.180392;0.156863;0.129412;10537.000000;1.000000;1.000000;1.000000;1.000000;-0.136700;0.136700;-0.136700;1.000000;1.000000
445624.91500099;5696599.81429871;472.78064968;0.337255;0.341176;0.352941;22359.000000;1.000000;1.000000;1.000000;1.000000;0.015701;-0.015701;0.015701;1.000000;1.000000
445624.87730225;5696599.81080063;472.78125002;0.215686;0.215686;0.231373;14135.000000;1.000000;1.000000;1.000000;1.000000;0.019199;-0.019199;0.019199;1.000000;1.000000
445624.58020218;5696599.76180084;472.89304974;0.341176;0.368627;0.329412;23130.000000;1.000000;1.000000;1.000000;1.000000;-0.068199;0.068199;-0.068199;1.000000;1.000000
445624.61920174;5696599.71949966;472.97814991;0.635294;0.670588;0.541176;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.110500;0.110500;-0.110500;1.000000;1.000000
445624.75480087;5696599.82679947;472.78284981;0.176471;0.172549;0.176471;11308.000000;1.000000;1.000000;1.000000;1.000000;-0.004335;0.004335;-0.004335;1.000000;1.000000
445624.75600250;5696599.63139923;472.87144997;0.74902;0.745098;0.737255;48830.000000;1.000000;1.000000;1.000000;1.000000;-0.198644;0.198644;-0.198644;1.000000;1.000000
445624.66520126;5696599.79459961;472.83664991;0.0470588;0.0509804;0.0666667;3341.000000;1.000000;1.000000;1.000000;1.000000;-0.035424;0.035424;-0.035424;1.000000;1.000000
445624.71400078;5696599.67749985;472.86074974;0.239216;0.235294;0.254902;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.152500;0.152500;-0.152500;1.000000;1.000000
445624.60640152;5696599.68179901;472.92355015;0.0352941;0.0509804;0.0235294;2827.000000;1.000000;1.000000;1.000000;1.000000;-0.148201;0.148201;-0.148201;1.000000;1.000000
445624.57890137;5696599.79019745;472.87694981;0.027451;0.0470588;0.054902;2570.000000;1.000000;1.000000;1.000000;1.000000;-0.039803;0.039803;-0.039803;1.000000;1.000000
445624.87780197;5696599.81550034;472.77894976;0.196078;0.2;0.211765;13107.000000;1.000000;1.000000;1.000000;1.000000;0.014500;-0.014500;0.014500;1.000000;1.000000
445624.66980179;5696599.64380081;472.89094975;0.254902;0.282353;0.294118;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.186199;0.186199;-0.186199;1.000000;1.000000
445624.68590172;5696599.75029953;472.85804989;0.0392157;0.0627451;0.054902;3341.000000;1.000000;1.000000;1.000000;1.000000;-0.079700;0.079700;-0.079700;1.000000;1.000000
445624.93480118;5696599.75169952;472.78314974;0.901961;0.894118;0.870588;58339.000000;1.000000;1.000000;1.000000;1.000000;-0.078300;0.078300;-0.078300;1.000000;1.000000
445624.61720093;5696599.75079926;472.93184998;0.388235;0.439216;0.309804;26728.000000;1.000000;1.000000;1.000000;1.000000;-0.079201;0.079201;-0.079201;1.000000;1.000000
445624.94270142;5696599.76040085;472.78125002;0.894118;0.882353;0.858824;57825.000000;1.000000;1.000000;1.000000;1.000000;0.069599;-0.069599;0.069599;1.000000;1.000000
445624.53910072;5696599.90040024;472.79264977;0.176471;0.196078;0.192157;12336.000000;1.000000;1.000000;1.000000;1.000000;0.005973;-0.005973;0.005973;1.000000;1.000000
445624.43740089;5696599.85999878;472.83885004;0.121569;0.203922;0.133333;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.071114;0.071114;-0.071114;1.000000;1.000000
445624.65800102;5696599.68029984;472.86525013;0.247059;0.25098;0.254902;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.149700;0.149700;-0.149700;1.000000;1.000000
445624.67380150;5696599.72099884;472.85715010;0.117647;0.141176;0.141176;8738.000000;1.000000;1.000000;1.000000;1.000000;-0.109001;0.109001;-0.109001;1.000000;1.000000
445624.52700241;5696599.66039856;472.82415010;0.027451;0.027451;0.0313725;1799.000000;1.000000;1.000000;1.000000;1.000000;-0.169601;0.169601;-0.169601;1.000000;1.000000
445624.52870186;5696599.89189728;472.79904987;0.2;0.223529;0.211765;13878.000000;1.000000;1.000000;1.000000;1.000000;-0.004426;0.004426;-0.004426;1.000000;1.000000
445624.48670204;5696599.85119827;472.81535007;0.235294;0.301961;0.227451;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.026070;0.026070;-0.026070;1.000000;1.000000
445624.48380096;5696599.81649979;472.80774977;0.0823529;0.109804;0.109804;6425.000000;1.000000;1.000000;1.000000;1.000000;0.022561;-0.022561;0.022561;1.000000;1.000000
445624.66070183;5696599.84950073;472.79054977;0.176471;0.176471;0.176471;11565.000000;1.000000;1.000000;1.000000;1.000000;0.019670;-0.019670;0.019670;1.000000;1.000000
445624.55240067;5696599.75229843;472.91954996;0.764706;0.803922;0.631373;50629.000000;1.000000;1.000000;1.000000;1.000000;-0.077702;0.077702;-0.077702;1.000000;1.000000
445624.56640060;5696599.66810043;472.84705021;0.192157;0.184314;0.168627;12079.000000;1.000000;1.000000;1.000000;1.000000;-0.161912;0.161912;-0.161912;1.000000;1.000000
445624.48080070;5696599.88909729;472.81785013;0.152941;0.219608;0.168627;12593.000000;1.000000;1.000000;1.000000;1.000000;-0.052327;0.052327;-0.052327;1.000000;1.000000
445624.60460098;5696599.71610077;472.98444988;0.733333;0.745098;0.627451;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.113899;0.113899;-0.113899;1.000000;1.000000
445624.64080246;5696599.69059952;472.90425016;0.0117647;0.0313725;0.0156863;1542.000000;1.000000;1.000000;1.000000;1.000000;-0.139400;0.139400;-0.139400;1.000000;1.000000
445624.53420074;5696599.77020081;472.78625013;0.203922;0.196078;0.172549;12593.000000;1.000000;1.000000;1.000000;1.000000;-0.059809;0.059809;-0.059809;1.000000;1.000000
445624.59620102;5696599.78059967;472.94054987;0.0392157;0.0588235;0.0392157;3084.000000;1.000000;1.000000;1.000000;1.000000;-0.049404;0.049404;-0.049404;1.000000;1.000000
445624.57530220;5696599.80839737;472.78385021;0.176471;0.168627;0.152941;11051.000000;1.000000;1.000000;1.000000;1.000000;-0.021603;0.021603;-0.021603;1.000000;1.000000
445624.41220100;5696599.77639969;472.80874969;0.117647;0.133333;0.12549;8224.000000;1.000000;1.000000;1.000000;1.000000;0.104474;-0.104474;0.104474;1.000000;1.000000
445624.82960136;5696599.80349930;472.78595020;0.239216;0.235294;0.235294;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.026501;0.026501;-0.026501;1.000000;1.000000
445624.55510147;5696599.92000015;472.78894999;0.341176;0.34902;0.345098;22616.000000;1.000000;1.000000;1.000000;1.000000;0.021974;-0.021974;0.021974;1.000000;1.000000
445624.81330116;5696599.74600037;472.82184984;0.4;0.4;0.423529;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.084000;0.084000;-0.084000;1.000000;1.000000
445624.42240150;5696599.74790009;472.78324987;0.317647;0.321569;0.282353;20560.000000;1.000000;1.000000;1.000000;1.000000;0.114266;-0.114266;0.114266;1.000000;1.000000
445624.41170128;5696599.80419739;472.82765009;0.192157;0.223529;0.184314;13621.000000;1.000000;1.000000;1.000000;1.000000;0.093795;-0.093795;0.093795;1.000000;1.000000
445624.52320107;5696599.80610092;472.79544975;0.145098;0.160784;0.156863;10023.000000;1.000000;1.000000;1.000000;1.000000;-0.023899;0.023899;-0.023899;1.000000;1.000000
445624.63510139;5696599.70139893;472.84585001;0.247059;0.243137;0.180392;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.128601;0.128601;-0.128601;1.000000;1.000000
445624.60090073;5696599.81059845;472.79204990;0.141176;0.12549;0.121569;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.019653;0.019653;-0.019653;1.000000;1.000000
445624.68100174;5696599.63809784;472.88915016;0.294118;0.309804;0.333333;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.191902;0.191902;-0.191902;1.000000;1.000000
445624.67390068;5696599.81780060;472.79544975;0.0705882;0.0705882;0.0784314;4626.000000;1.000000;1.000000;1.000000;1.000000;-0.012199;0.012199;-0.012199;1.000000;1.000000
445624.82040222;5696599.78549774;472.79705002;0.160784;0.164706;0.188235;10794.000000;1.000000;1.000000;1.000000;1.000000;-0.044566;0.044566;-0.044566;1.000000;1.000000
445624.86030205;5696599.78650101;472.79645016;0.219608;0.223529;0.243137;14649.000000;1.000000;1.000000;1.000000;1.000000;-0.043499;0.043499;-0.043499;1.000000;1.000000
445624.55240067;5696599.75229843;472.91954996;0.764706;0.803922;0.631373;50629.000000;1.000000;1.000000;1.000000;1.000000;-0.077702;0.077702;-0.077702;1.000000;1.000000
445624.97320183;5696599.75089844;472.75925018;0.843137;0.819608;0.776471;53713.000000;1.000000;1.000000;1.000000;1.000000;0.079102;-0.079102;0.079102;1.000000;1.000000
445624.59930237;5696599.66489990;472.99755003;0.0117647;0.0117647;0;514.000000;1.000000;1.000000;1.000000;1.000000;-0.165141;0.165141;-0.165141;1.000000;1.000000
445624.48140152;5696599.84459885;472.81734993;0.188235;0.247059;0.188235;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.025147;0.025147;-0.025147;1.000000;1.000000
445624.97040184;5696599.71629913;472.74935009;0.223529;0.180392;0.141176;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.113701;0.113701;-0.113701;1.000000;1.000000
445624.56010063;5696599.84720047;472.78595020;0.188235;0.2;0.203922;12850.000000;1.000000;1.000000;1.000000;1.000000;0.017200;-0.017200;0.017200;1.000000;1.000000
445624.57220085;5696599.74410065;472.87844994;0.121569;0.14902;0.117647;8995.000000;1.000000;1.000000;1.000000;1.000000;-0.085901;0.085901;-0.085901;1.000000;1.000000
445624.60920151;5696599.69079788;472.93304970;0.129412;0.164706;0.105882;9509.000000;1.000000;1.000000;1.000000;1.000000;-0.139202;0.139202;-0.139202;1.000000;1.000000
445624.66320236;5696599.79179962;472.87615015;0.0196078;0.0313725;0.0117647;1542.000000;1.000000;1.000000;1.000000;1.000000;-0.038337;0.038337;-0.038337;1.000000;1.000000
445624.61930092;5696599.80349930;472.83704998;0.0862745;0.0784314;0.0901961;5140.000000;1.000000;1.000000;1.000000;1.000000;-0.026501;0.026501;-0.026501;1.000000;1.000000
445624.53440102;5696599.94759949;472.78835012;0.294118;0.309804;0.309804;19789.000000;1.000000;1.000000;1.000000;1.000000;0.001274;-0.001274;0.001274;1.000000;1.000000
445624.53770073;5696599.90989883;472.79274990;0.192157;0.211765;0.215686;13364.000000;1.000000;1.000000;1.000000;1.000000;0.004573;-0.004573;0.004573;1.000000;1.000000
445624.83520134;5696599.92259796;472.75274994;0.294118;0.294118;0.294118;19275.000000;1.000000;1.000000;1.000000;1.000000;0.059695;-0.059695;0.059695;1.000000;1.000000
445624.61530121;5696599.83959778;472.79075005;0.0941176;0.0784314;0.0784314;5397.000000;1.000000;1.000000;1.000000;1.000000;0.009598;-0.009598;0.009598;1.000000;1.000000
445624.58450134;5696599.80509766;472.94035007;0.121569;0.145098;0.145098;8995.000000;1.000000;1.000000;1.000000;1.000000;-0.024902;0.024902;-0.024902;1.000000;1.000000
445624.70960243;5696599.77699860;472.80125000;0.14902;0.145098;0.145098;9509.000000;1.000000;1.000000;1.000000;1.000000;-0.053001;0.053001;-0.053001;1.000000;1.000000
445624.97070129;5696599.80919846;472.77845003;0.670588;0.662745;0.654902;43433.000000;1.000000;1.000000;1.000000;1.000000;0.020802;-0.020802;0.020802;1.000000;1.000000
445624.63110168;5696599.73509796;472.95324995;0.478431;0.52549;0.352941;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.094986;0.094986;-0.094986;1.000000;1.000000
445624.85100182;5696599.78729828;472.79605009;0.215686;0.219608;0.239216;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.042809;0.042809;-0.042809;1.000000;1.000000
445624.43470200;5696599.89789780;472.82284977;0.0901961;0.156863;0.12549;8738.000000;1.000000;1.000000;1.000000;1.000000;-0.095513;0.095513;-0.095513;1.000000;1.000000
445624.65290077;5696599.80219849;472.86654999;0.0196078;0.027451;0.0156863;1542.000000;1.000000;1.000000;1.000000;1.000000;-0.027802;0.027802;-0.027802;1.000000;1.000000
445624.58650215;5696599.69840057;472.88084986;0.0823529;0.12549;0.117647;7196.000000;1.000000;1.000000;1.000000;1.000000;-0.131599;0.131599;-0.131599;1.000000;1.000000
445624.65490158;5696599.76639755;472.90574982;0.435294;0.47451;0.392157;29555.000000;1.000000;1.000000;1.000000;1.000000;-0.063602;0.063602;-0.063602;1.000000;1.000000
445624.73950203;5696599.94790085;472.74874975;0.219608;0.227451;0.247059;14649.000000;1.000000;1.000000;1.000000;1.000000;0.117901;-0.117901;0.117901;1.000000;1.000000
445624.65380104;5696599.81229980;472.81545021;0.0431373;0.0509804;0.0627451;3084.000000;1.000000;1.000000;1.000000;1.000000;-0.017700;0.017700;-0.017700;1.000000;1.000000
445624.97370155;5696599.90049942;472.74704983;0.160784;0.152941;0.156863;10023.000000;1.000000;1.000000;1.000000;1.000000;-0.070499;0.070499;-0.070499;1.000000;1.000000
445624.58500107;5696599.80150040;472.86805012;0.0392157;0.0470588;0.054902;2827.000000;1.000000;1.000000;1.000000;1.000000;-0.028500;0.028500;-0.028500;1.000000;1.000000
445624.69500168;5696599.73349960;472.82795002;0.270588;0.290196;0.286275;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.096539;0.096539;-0.096539;1.000000;1.000000
445624.92570122;5696599.75939758;472.79215004;0.752941;0.74902;0.737255;48830.000000;1.000000;1.000000;1.000000;1.000000;0.070602;-0.070602;0.070602;1.000000;1.000000
445624.42950066;5696599.82119949;472.83104994;0.219608;0.270588;0.215686;16191.000000;1.000000;1.000000;1.000000;1.000000;0.072910;-0.072910;0.072910;1.000000;1.000000
445624.60240181;5696599.71029861;472.91664984;0.301961;0.34902;0.290196;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.119711;0.119711;-0.119711;1.000000;1.000000
445624.97490128;5696599.71359833;472.74725010;0.219608;0.176471;0.141176;12079.000000;1.000000;1.000000;1.000000;1.000000;0.116402;-0.116402;0.116402;1.000000;1.000000
445624.63830193;5696599.66279800;472.90374996;0.0901961;0.105882;0.0823529;6425.000000;1.000000;1.000000;1.000000;1.000000;-0.167202;0.167202;-0.167202;1.000000;1.000000
445624.58480080;5696599.69879730;472.86684992;0.0588235;0.0941176;0.0941176;5397.000000;1.000000;1.000000;1.000000;1.000000;-0.131203;0.131203;-0.131203;1.000000;1.000000
445624.83320244;5696599.69019897;472.83605005;0.729412;0.717647;0.701961;47031.000000;1.000000;1.000000;1.000000;1.000000;-0.139801;0.139801;-0.139801;1.000000;1.000000
445624.57140167;5696599.75609787;472.86695005;0.0980392;0.113725;0.0941176;6939.000000;1.000000;1.000000;1.000000;1.000000;-0.073913;0.073913;-0.073913;1.000000;1.000000
445624.60570152;5696599.74510010;472.91494991;0.27451;0.313725;0.196078;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.084900;0.084900;-0.084900;1.000000;1.000000
445624.64690216;5696599.73879822;472.92135002;0.717647;0.760784;0.647059;48059.000000;1.000000;1.000000;1.000000;1.000000;-0.091202;0.091202;-0.091202;1.000000;1.000000
445624.80110176;5696599.65099915;472.84345009;0.768627;0.752941;0.737255;49344.000000;1.000000;1.000000;1.000000;1.000000;-0.179001;0.179001;-0.179001;1.000000;1.000000
445624.49950226;5696599.72209747;472.78174974;0.333333;0.32549;0.290196;21074.000000;1.000000;1.000000;1.000000;1.000000;0.107929;-0.107929;0.107929;1.000000;1.000000
445624.53100212;5696599.63870056;472.84504988;0.0627451;0.0588235;0.054902;3855.000000;1.000000;1.000000;1.000000;1.000000;-0.191299;0.191299;-0.191299;1.000000;1.000000
445624.57200249;5696599.71919830;472.82924988;0.0235294;0.0392157;0.0352941;2056.000000;1.000000;1.000000;1.000000;1.000000;-0.110804;0.110804;-0.110804;1.000000;1.000000
445624.51960190;5696599.67529877;472.81005003;0.0705882;0.0588235;0.0509804;3855.000000;1.000000;1.000000;1.000000;1.000000;-0.154701;0.154701;-0.154701;1.000000;1.000000
445624.80500229;5696599.73499878;472.82835009;0.32549;0.321569;0.34902;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.095001;0.095001;-0.095001;1.000000;1.000000
445624.56970222;5696599.79960068;472.78585007;0.2;0.192157;0.164706;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.030556;0.030556;-0.030556;1.000000;1.000000
