//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump11;Stump112
445624.93710144;5696599.74930008;472.77854969;236;234;227;59881.000000;1.000000;1.000000;1.000000;1.000000;-0.080700;0.080700;-0.080700;1.000000;1.000000
445624.50790222;5696599.73309906;472.77524998;49;52;53;13107.000000;1.000000;1.000000;1.000000;1.000000;0.096901;-0.096901;0.096901;1.000000;1.000000
445624.73520096;5696599.65899857;472.87085011;97;97;102;24929.000000;1.000000;1.000000;1.000000;1.000000;-0.171001;0.171001;-0.171001;1.000000;1.000000
445624.62200172;5696599.78879745;473.00934984;27;40;6;8224.000000;1.000000;1.000000;1.000000;1.000000;-0.041203;0.041203;-0.041203;1.000000;1.000000
445624.86410149;5696599.90600021;472.75154974;88;88;86;22359.000000;1.000000;1.000000;1.000000;1.000000;0.060716;-0.060716;0.060716;1.000000;1.000000
445624.75020226;5696599.70709808;472.84415009;69;69;74;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.122902;0.122902;-0.122902;1.000000;1.000000
445624.60870178;5696599.74569901;473.00824978;115;119;82;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.084301;0.084301;-0.084301;1.000000;1.000000
445624.58670242;5696599.70070084;472.88094999;19;31;29;6939.000000;1.000000;1.000000;1.000000;1.000000;-0.129299;0.129299;-0.129299;1.000000;1.000000
445624.56870087;5696599.68670090;472.83575012;18;18;18;4626.000000;1.000000;1.000000;1.000000;1.000000;-0.143356;0.143356;-0.143356;1.000000;1.000000
445624.72220238;5696599.70509918;472.84054996;62;64;67;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.124911;0.124911;-0.124911;1.000000;1.000000
445624.68030174;5696599.83359726;472.78894999;10;11;13;2570.000000;1.000000;1.000000;1.000000;1.000000;0.003597;-0.003597;0.003597;1.000000;1.000000
445624.86500175;5696599.86839874;472.75804998;82;83;85;21074.000000;1.000000;1.000000;1.000000;1.000000;0.038399;-0.038399;0.038399;1.000000;1.000000
445624.55140121;5696599.69109924;472.81164982;12;12;13;3084.000000;1.000000;1.000000;1.000000;1.000000;-0.138901;0.138901;-0.138901;1.000000;1.000000
445624.90270241;5696599.86969955;472.75285007;49;49;50;12593.000000;1.000000;1.000000;1.000000;1.000000;0.039700;-0.039700;0.039700;1.000000;1.000000
445624.90570076;5696599.74949844;472.80044987;193;192;190;49344.000000;1.000000;1.000000;1.000000;1.000000;-0.080502;0.080502;-0.080502;1.000000;1.000000
445624.97780235;5696599.87209900;472.75154974;103;101;105;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.042099;0.042099;-0.042099;1.000000;1.000000
445624.98050125;5696599.75490006;472.75964977;213;207;197;53199.000000;1.000000;1.000000;1.000000;1.000000;0.075100;-0.075100;0.075100;1.000000;1.000000
445624.75550087;5696599.79149826;472.79645016;42;42;46;10794.000000;1.000000;1.000000;1.000000;1.000000;-0.038672;0.038672;-0.038672;1.000000;1.000000
445624.83070190;5696599.79389771;472.79295017;51;52;55;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.036102;0.036102;-0.036102;1.000000;1.000000
445624.86830147;5696599.79509933;472.79234983;52;52;58;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.034901;0.034901;-0.034901;1.000000;1.000000
445624.57230194;5696599.67930038;472.84275009;58;56;51;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.150700;0.150700;-0.150700;1.000000;1.000000
445624.60090073;5696599.70929916;472.84205009;57;58;44;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.120740;0.120740;-0.120740;1.000000;1.000000
445624.49860199;5696599.71279724;472.78394987;45;47;45;11822.000000;1.000000;1.000000;1.000000;1.000000;0.117249;-0.117249;0.117249;1.000000;1.000000
445624.83370216;5696599.71829803;472.83174994;145;144;145;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.111702;0.111702;-0.111702;1.000000;1.000000
445624.72320183;5696599.67659958;472.86354973;57;58;64;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.153422;0.153422;-0.153422;1.000000;1.000000
445624.91720207;5696599.71369751;472.78184988;235;233;228;59881.000000;1.000000;1.000000;1.000000;1.000000;0.116302;-0.116302;0.116302;1.000000;1.000000
445624.96980103;5696599.68589981;472.75134995;62;51;44;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.144100;0.144100;-0.144100;1.000000;1.000000
445624.72680099;5696599.80589874;472.79064991;34;30;29;7967.000000;1.000000;1.000000;1.000000;1.000000;-0.024205;0.024205;-0.024205;1.000000;1.000000
445624.51240166;5696599.81640060;472.79514982;36;40;33;9766.000000;1.000000;1.000000;1.000000;1.000000;-0.013599;0.013599;-0.013599;1.000000;1.000000
445624.55030067;5696599.81999786;472.79225018;44;46;45;11565.000000;1.000000;1.000000;1.000000;1.000000;-0.010002;0.010002;-0.010002;1.000000;1.000000
445624.75750168;5696599.78890045;472.79885008;48;48;51;12336.000000;1.000000;1.000000;1.000000;1.000000;-0.041193;0.041193;-0.041193;1.000000;1.000000
445624.76170166;5696599.64029892;472.86714985;184;184;182;47031.000000;1.000000;1.000000;1.000000;1.000000;-0.189701;0.189701;-0.189701;1.000000;1.000000
445624.87610062;5696599.67989929;472.79594995;233;229;222;58853.000000;1.000000;1.000000;1.000000;1.000000;-0.150101;0.150101;-0.150101;1.000000;1.000000
445624.59920128;5696599.81139954;473.04355003;114;121;97;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.018941;0.018941;-0.018941;1.000000;1.000000
445624.56280144;5696599.73369797;472.85694983;7;14;11;2827.000000;1.000000;1.000000;1.000000;1.000000;-0.096302;0.096302;-0.096302;1.000000;1.000000
445624.77500160;5696599.75900085;472.81565001;45;47;50;11822.000000;1.000000;1.000000;1.000000;1.000000;-0.070999;0.070999;-0.070999;1.000000;1.000000
445624.56460197;5696599.72289856;472.79164984;20;17;14;4369.000000;1.000000;1.000000;1.000000;1.000000;-0.107102;0.107102;-0.107102;1.000000;1.000000
445624.56590088;5696599.71560104;472.80095007;18;15;10;3855.000000;1.000000;1.000000;1.000000;1.000000;-0.114409;0.114409;-0.114409;1.000000;1.000000
445624.80040176;5696599.64179810;472.84095003;206;202;198;51914.000000;1.000000;1.000000;1.000000;1.000000;-0.188202;0.188202;-0.188202;1.000000;1.000000
445624.57360085;5696599.70749863;472.82214977;29;23;12;5911.000000;1.000000;1.000000;1.000000;1.000000;-0.122501;0.122501;-0.122501;1.000000;1.000000
445624.54330070;5696599.79099854;472.88934996;73;79;72;19532.000000;1.000000;1.000000;1.000000;1.000000;-0.039001;0.039001;-0.039001;1.000000;1.000000
445624.80030067;5696599.66969879;472.84824993;173;170;169;43690.000000;1.000000;1.000000;1.000000;1.000000;-0.160301;0.160301;-0.160301;1.000000;1.000000
445624.46790131;5696599.79469879;472.80445005;62;67;54;16448.000000;1.000000;1.000000;1.000000;1.000000;0.048995;-0.048995;0.048995;1.000000;1.000000
445624.80760201;5696599.90410049;472.75594999;77;79;79;20046.000000;1.000000;1.000000;1.000000;1.000000;0.074100;-0.074100;0.074100;1.000000;1.000000
445624.64510162;5696599.74819763;472.93074991;190;199;172;49601.000000;1.000000;1.000000;1.000000;1.000000;-0.081802;0.081802;-0.081802;1.000000;1.000000
445624.64780243;5696599.71109970;472.89545013;38;47;33;10794.000000;1.000000;1.000000;1.000000;1.000000;-0.118900;0.118900;-0.118900;1.000000;1.000000
445624.83300217;5696599.75359924;472.81584980;85;88;94;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.076401;0.076401;-0.076401;1.000000;1.000000
445624.59320076;5696599.69009979;472.92304995;20;28;20;6168.000000;1.000000;1.000000;1.000000;1.000000;-0.139900;0.139900;-0.139900;1.000000;1.000000
445624.79170235;5696599.79989822;472.78884985;56;54;54;13878.000000;1.000000;1.000000;1.000000;1.000000;-0.030102;0.030102;-0.030102;1.000000;1.000000
445624.83230217;5696599.72780045;472.82945015;122;122;125;31354.000000;1.000000;1.000000;1.000000;1.000000;-0.102200;0.102200;-0.102200;1.000000;1.000000
445624.55330093;5696599.74289902;472.77274992;105;106;102;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.087101;0.087101;-0.087101;1.000000;1.000000
445624.61230095;5696599.64480026;472.86975004;83;84;70;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.185200;0.185200;-0.185200;1.000000;1.000000
445624.63130196;5696599.87809952;472.77554991;27;28;30;6939.000000;1.000000;1.000000;1.000000;1.000000;0.048266;-0.048266;0.048266;1.000000;1.000000
445624.55160149;5696599.80589874;472.78515007;39;39;33;9766.000000;1.000000;1.000000;1.000000;1.000000;-0.024101;0.024101;-0.024101;1.000000;1.000000
445624.83500107;5696599.65519913;472.82634975;204;199;193;51143.000000;1.000000;1.000000;1.000000;1.000000;-0.174801;0.174801;-0.174801;1.000000;1.000000
445624.51800163;5696599.74149902;472.77584984;47;48;49;12079.000000;1.000000;1.000000;1.000000;1.000000;-0.088501;0.088501;-0.088501;1.000000;1.000000
445624.55040176;5696599.78439911;472.82205011;14;17;20;4112.000000;1.000000;1.000000;1.000000;1.000000;-0.045601;0.045601;-0.045601;1.000000;1.000000
445624.98300179;5696599.72450073;472.74545004;99;88;73;22873.000000;1.000000;1.000000;1.000000;1.000000;0.105499;-0.105499;0.105499;1.000000;1.000000
445624.83620079;5696599.88509949;472.75694992;82;84;87;21331.000000;1.000000;1.000000;1.000000;1.000000;0.055099;-0.055099;0.055099;1.000000;1.000000
445624.53920181;5696599.63080032;472.85465004;14;13;12;3341.000000;1.000000;1.000000;1.000000;1.000000;-0.199212;0.199212;-0.199212;1.000000;1.000000
445624.59230240;5696599.77960022;473.02654984;192;200;178;50115.000000;1.000000;1.000000;1.000000;1.000000;-0.050400;0.050400;-0.050400;1.000000;1.000000
445624.58860214;5696599.78639801;472.91235020;7;13;14;2827.000000;1.000000;1.000000;1.000000;1.000000;-0.043602;0.043602;-0.043602;1.000000;1.000000
445624.96960075;5696599.79759796;472.78064968;197;195;190;50115.000000;1.000000;1.000000;1.000000;1.000000;-0.032402;0.032402;-0.032402;1.000000;1.000000
445624.54830177;5696599.68429764;472.81615021;18;16;15;4112.000000;1.000000;1.000000;1.000000;1.000000;-0.145702;0.145702;-0.145702;1.000000;1.000000
445624.62920197;5696599.74669846;472.96955015;152;158;129;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.083334;0.083334;-0.083334;1.000000;1.000000
445624.53090103;5696599.86379822;472.79414989;30;35;32;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.002226;0.002226;-0.002226;1.000000;1.000000
445624.70650108;5696599.88049896;472.77204992;41;42;47;10794.000000;1.000000;1.000000;1.000000;1.000000;0.050499;-0.050499;0.050499;1.000000;1.000000
445624.67830093;5696599.67370041;472.86614992;59;61;60;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.156300;0.156300;-0.156300;1.000000;1.000000
445624.93530090;5696599.75869949;472.78555014;218;215;210;55255.000000;1.000000;1.000000;1.000000;1.000000;-0.071301;0.071301;-0.071301;1.000000;1.000000
445624.63740166;5696599.77210052;472.94234993;70;79;56;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.057899;0.057899;-0.057899;1.000000;1.000000
445624.56480225;5696599.92149933;472.78475000;73;77;78;19275.000000;1.000000;1.000000;1.000000;1.000000;0.031675;-0.031675;0.031675;1.000000;1.000000
445624.70640190;5696599.67349823;472.86504986;61;62;67;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.156502;0.156502;-0.156502;1.000000;1.000000
445624.49150093;5696599.89979752;472.81145002;32;47;37;10537.000000;1.000000;1.000000;1.000000;1.000000;-0.041626;0.041626;-0.041626;1.000000;1.000000
445624.62380226;5696599.78330048;472.90455009;19;28;22;6168.000000;1.000000;1.000000;1.000000;1.000000;-0.046700;0.046700;-0.046700;1.000000;1.000000
445624.73660095;5696599.78859909;472.79554989;42;40;41;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.041401;0.041401;-0.041401;1.000000;1.000000
445624.56710251;5696599.84649857;472.78625013;42;44;46;11051.000000;1.000000;1.000000;1.000000;1.000000;0.016722;-0.016722;0.016722;1.000000;1.000000
445624.42090233;5696599.80109985;472.82334997;40;48;38;11308.000000;1.000000;1.000000;1.000000;1.000000;0.085978;-0.085978;0.085978;1.000000;1.000000
445624.61910065;5696599.74740036;472.98775007;141;146;119;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.082600;0.082600;-0.082600;1.000000;1.000000
445624.64670189;5696599.77429779;472.89615013;52;64;49;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.055702;0.055702;-0.055702;1.000000;1.000000
445624.54900177;5696599.85510071;472.79024984;46;50;49;12336.000000;1.000000;1.000000;1.000000;1.000000;0.015874;-0.015874;0.015874;1.000000;1.000000
445624.74820145;5696599.76859863;472.80754997;75;75;77;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.061401;0.061401;-0.061401;1.000000;1.000000
445624.68020065;5696599.79360016;472.81174995;17;17;18;4369.000000;1.000000;1.000000;1.000000;1.000000;-0.036400;0.036400;-0.036400;1.000000;1.000000
445624.81080063;5696599.80290039;472.78744986;52;52;54;13364.000000;1.000000;1.000000;1.000000;1.000000;-0.027100;0.027100;-0.027100;1.000000;1.000000
445624.78180130;5696599.83619888;472.77255013;81;80;80;20560.000000;1.000000;1.000000;1.000000;1.000000;0.006199;-0.006199;0.006199;1.000000;1.000000
445624.79160126;5696599.65180023;472.85004999;186;184;181;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.178200;0.178200;-0.178200;1.000000;1.000000
445624.82100113;5696599.77129944;472.80614998;60;61;65;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.058727;0.058727;-0.058727;1.000000;1.000000
445624.63820084;5696599.65069778;472.93155005;22;22;24;5654.000000;1.000000;1.000000;1.000000;1.000000;-0.179302;0.179302;-0.179302;1.000000;1.000000
445624.63960083;5696599.74839981;472.94915010;156;163;134;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.081600;0.081600;-0.081600;1.000000;1.000000
445624.57730110;5696599.72719772;472.88544991;4;11;3;2056.000000;1.000000;1.000000;1.000000;1.000000;-0.102802;0.102802;-0.102802;1.000000;1.000000
445624.58420189;5696599.76289948;472.80464985;76;70;57;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.067101;0.067101;-0.067101;1.000000;1.000000
445624.64770134;5696599.76619919;472.96134998;125;133;104;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.063801;0.063801;-0.063801;1.000000;1.000000
445624.64400108;5696599.78800018;472.93344976;31;33;18;7710.000000;1.000000;1.000000;1.000000;1.000000;-0.042000;0.042000;-0.042000;1.000000;1.000000
445624.67850121;5696599.69269760;472.85004999;87;89;87;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.137302;0.137302;-0.137302;1.000000;1.000000
445624.58680161;5696599.68939789;472.85514977;15;18;22;4369.000000;1.000000;1.000000;1.000000;1.000000;-0.140602;0.140602;-0.140602;1.000000;1.000000
445624.78170212;5696599.65029724;472.85885002;191;189;188;48573.000000;1.000000;1.000000;1.000000;1.000000;-0.179703;0.179703;-0.179703;1.000000;1.000000
445624.59770210;5696599.75229843;472.95195009;158;171;147;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.077729;0.077729;-0.077729;1.000000;1.000000
445624.63940247;5696599.70910080;472.92304995;71;80;62;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.120899;0.120899;-0.120899;1.000000;1.000000
445624.53700073;5696599.68540009;472.80865004;16;13;12;3341.000000;1.000000;1.000000;1.000000;1.000000;-0.144652;0.144652;-0.144652;1.000000;1.000000
445624.60840233;5696599.66799744;472.90245010;30;31;25;7710.000000;1.000000;1.000000;1.000000;1.000000;-0.162003;0.162003;-0.162003;1.000000;1.000000
445624.66370209;5696599.77749832;472.88765003;55;64;56;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.052572;0.052572;-0.052572;1.000000;1.000000
445624.57920082;5696599.77199753;472.99095013;0;2;0;257.000000;1.000000;1.000000;1.000000;1.000000;-0.058002;0.058002;-0.058002;1.000000;1.000000
445624.60990150;5696599.80269821;472.94145014;100;108;90;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.027302;0.027302;-0.027302;1.000000;1.000000
445624.66540154;5696599.70089920;472.84725000;85;87;81;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.129105;0.129105;-0.129105;1.000000;1.000000
445624.90890129;5696599.90659912;472.74424984;77;72;67;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.067046;0.067046;-0.067046;1.000000;1.000000
445624.63430222;5696599.66119965;472.88495018;34;39;36;9509.000000;1.000000;1.000000;1.000000;1.000000;-0.168803;0.168803;-0.168803;1.000000;1.000000
445624.57850082;5696599.78769882;473.03994991;89;95;79;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.042301;0.042301;-0.042301;1.000000;1.000000
445624.61290176;5696599.73609741;472.99895002;133;138;103;33924.000000;1.000000;1.000000;1.000000;1.000000;-0.093903;0.093903;-0.093903;1.000000;1.000000
445624.71510132;5696599.66799744;472.86774971;69;70;76;17990.000000;1.000000;1.000000;1.000000;1.000000;-0.162003;0.162003;-0.162003;1.000000;1.000000
445624.61250122;5696599.72550018;472.93134977;173;184;155;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.104500;0.104500;-0.104500;1.000000;1.000000
445624.75140198;5696599.69759949;472.85104992;74;73;77;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.132401;0.132401;-0.132401;1.000000;1.000000
445624.56890114;5696599.76460083;472.78305008;40;41;37;10280.000000;1.000000;1.000000;1.000000;1.000000;-0.065515;0.065515;-0.065515;1.000000;1.000000
445624.53350075;5696599.76090057;472.78375008;47;47;44;11822.000000;1.000000;1.000000;1.000000;1.000000;-0.069100;0.069100;-0.069100;1.000000;1.000000
445624.60980232;5696599.78739746;473.01814987;88;99;68;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.042603;0.042603;-0.042603;1.000000;1.000000
445624.63080223;5696599.72599991;472.94145014;107;122;79;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.104074;0.104074;-0.104074;1.000000;1.000000
445624.43180092;5696599.97360046;472.78405001;19;33;35;7453.000000;1.000000;1.000000;1.000000;1.000000;-0.101326;0.101326;-0.101326;1.000000;1.000000
445624.90000160;5696599.71039780;472.79505016;243;241;236;61937.000000;1.000000;1.000000;1.000000;1.000000;-0.119602;0.119602;-0.119602;1.000000;1.000000
445624.87440117;5696599.86989792;472.75855019;89;90;92;22873.000000;1.000000;1.000000;1.000000;1.000000;0.039898;-0.039898;0.039898;1.000000;1.000000
445624.93630226;5696599.73999985;472.77605011;237;234;228;60138.000000;1.000000;1.000000;1.000000;1.000000;-0.090000;0.090000;-0.090000;1.000000;1.000000
445624.78770073;5696599.93879898;472.75075008;76;77;81;19789.000000;1.000000;1.000000;1.000000;1.000000;0.093054;-0.093054;0.093054;1.000000;1.000000
445624.41940125;5696599.81279953;472.83045008;49;59;47;13878.000000;1.000000;1.000000;1.000000;1.000000;0.084251;-0.084251;0.084251;1.000000;1.000000
445624.56890114;5696599.81830032;472.79064991;33;34;33;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.012329;0.012329;-0.012329;1.000000;1.000000
445624.60440071;5696599.82200058;472.79005005;38;32;31;8481.000000;1.000000;1.000000;1.000000;1.000000;-0.007999;0.007999;-0.007999;1.000000;1.000000
445624.61510094;5696599.85849960;472.78394987;36;37;38;9252.000000;1.000000;1.000000;1.000000;1.000000;0.028500;-0.028500;0.028500;1.000000;1.000000
445624.64470108;5696599.75709732;472.95874979;128;136;101;33153.000000;1.000000;1.000000;1.000000;1.000000;-0.072903;0.072903;-0.072903;1.000000;1.000000
445624.65040215;5696599.86219986;472.78555014;26;26;27;6682.000000;1.000000;1.000000;1.000000;1.000000;0.032200;-0.032200;0.032200;1.000000;1.000000
445624.84150131;5696599.78579910;472.79794981;52;53;57;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.044201;0.044201;-0.044201;1.000000;1.000000
445624.78740128;5696599.70599945;472.84814980;108;106;108;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.124067;0.124067;-0.124067;1.000000;1.000000
445624.63570221;5696599.70839890;472.84595015;129;130;110;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.121601;0.121601;-0.121601;1.000000;1.000000
445624.53570183;5696599.93810089;472.79064991;72;77;76;19275.000000;1.000000;1.000000;1.000000;1.000000;0.002574;-0.002574;0.002574;1.000000;1.000000
445624.51980217;5696599.87169846;472.79845001;32;38;34;8995.000000;1.000000;1.000000;1.000000;1.000000;-0.013325;0.013325;-0.013325;1.000000;1.000000
445624.68190201;5696599.79540070;472.83045008;15;19;19;4369.000000;1.000000;1.000000;1.000000;1.000000;-0.034599;0.034599;-0.034599;1.000000;1.000000
445624.49200066;5696599.88109787;472.81355001;41;56;45;12850.000000;1.000000;1.000000;1.000000;1.000000;-0.041127;0.041127;-0.041127;1.000000;1.000000
445624.41700180;5696599.88780029;472.83124973;18;36;28;7453.000000;1.000000;1.000000;1.000000;1.000000;-0.102688;0.102688;-0.102688;1.000000;1.000000
445624.45560081;5696599.85140045;472.83255007;43;63;45;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.050985;0.050985;-0.050985;1.000000;1.000000
445624.51960190;5696599.63749893;472.83754971;17;17;19;4369.000000;1.000000;1.000000;1.000000;1.000000;-0.192501;0.192501;-0.192501;1.000000;1.000000
445624.64740189;5696599.71100052;472.90474989;22;30;16;6682.000000;1.000000;1.000000;1.000000;1.000000;-0.118999;0.118999;-0.118999;1.000000;1.000000
445624.90810211;5696599.72130020;472.79325010;245;245;241;62708.000000;1.000000;1.000000;1.000000;1.000000;-0.108700;0.108700;-0.108700;1.000000;1.000000
445624.83720215;5696599.68059738;472.83145000;187;183;179;47031.000000;1.000000;1.000000;1.000000;1.000000;-0.149403;0.149403;-0.149403;1.000000;1.000000
445624.74300201;5696599.68659790;472.85755016;57;60;66;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.143402;0.143402;-0.143402;1.000000;1.000000
445624.79760178;5696599.92140015;472.75334980;78;79;80;20046.000000;1.000000;1.000000;1.000000;1.000000;0.090631;-0.090631;0.090631;1.000000;1.000000
445624.79300125;5696599.79039963;472.79355003;62;59;59;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.039600;0.039600;-0.039600;1.000000;1.000000
445624.64260109;5696599.78389938;472.90304996;23;33;22;7196.000000;1.000000;1.000000;1.000000;1.000000;-0.046101;0.046101;-0.046101;1.000000;1.000000
445624.68760117;5696599.67289932;472.86654999;50;52;54;13107.000000;1.000000;1.000000;1.000000;1.000000;-0.157101;0.157101;-0.157101;1.000000;1.000000
445624.65470131;5696599.76239975;473.00815012;142;144;128;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.067600;0.067600;-0.067600;1.000000;1.000000
445624.48460205;5696599.79780014;472.80294992;37;41;36;10023.000000;1.000000;1.000000;1.000000;1.000000;0.036541;-0.036541;0.036541;1.000000;1.000000
445624.60220154;5696599.76079758;472.97555019;117;128;102;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.069221;0.069221;-0.069221;1.000000;1.000000
445624.65430077;5696599.75639923;472.94985010;170;176;151;43947.000000;1.000000;1.000000;1.000000;1.000000;-0.073601;0.073601;-0.073601;1.000000;1.000000
445624.59720238;5696599.81040009;472.82214977;15;15;16;3855.000000;1.000000;1.000000;1.000000;1.000000;-0.019663;0.019663;-0.019663;1.000000;1.000000
445624.56200226;5696599.79299744;472.94845011;161;168;154;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.037003;0.037003;-0.037003;1.000000;1.000000
445624.59960182;5696599.80119904;472.80114986;14;14;18;3598.000000;1.000000;1.000000;1.000000;1.000000;-0.029074;0.029074;-0.029074;1.000000;1.000000
445624.57180222;5696599.73359879;472.81075003;25;26;14;6168.000000;1.000000;1.000000;1.000000;1.000000;-0.096406;0.096406;-0.096406;1.000000;1.000000
445624.87570198;5696599.64509781;472.78385021;70;63;54;16448.000000;1.000000;1.000000;1.000000;1.000000;-0.184902;0.184902;-0.184902;1.000000;1.000000
445624.90130241;5696599.66620071;472.77824976;113;108;99;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.163799;0.163799;-0.163799;1.000000;1.000000
445624.65520103;5696599.73940094;472.84025003;54;57;40;13878.000000;1.000000;1.000000;1.000000;1.000000;-0.090599;0.090599;-0.090599;1.000000;1.000000
445624.90260132;5696599.65439804;472.77584984;178;173;163;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.175602;0.175602;-0.175602;1.000000;1.000000
445624.68900116;5696599.82589920;472.78684999;18;17;19;4369.000000;1.000000;1.000000;1.000000;1.000000;-0.004101;0.004101;-0.004101;1.000000;1.000000
445624.50780113;5696599.87269791;472.80725004;28;39;29;8738.000000;1.000000;1.000000;1.000000;1.000000;-0.025326;0.025326;-0.025326;1.000000;1.000000
445624.45700081;5696599.77479752;472.79675009;46;47;35;11565.000000;1.000000;1.000000;1.000000;1.000000;0.071142;-0.071142;0.071142;1.000000;1.000000
445624.64860161;5696599.80359848;472.80804970;19;19;23;4883.000000;1.000000;1.000000;1.000000;1.000000;-0.026402;0.026402;-0.026402;1.000000;1.000000
445624.64400108;5696599.78800018;472.93344976;32;34;19;7967.000000;1.000000;1.000000;1.000000;1.000000;-0.042000;0.042000;-0.042000;1.000000;1.000000
445624.55120094;5696599.78919800;472.81285002;14;18;21;4369.000000;1.000000;1.000000;1.000000;1.000000;-0.040802;0.040802;-0.040802;1.000000;1.000000
445624.83830078;5696599.63410004;472.81234982;190;184;174;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.195900;0.195900;-0.195900;1.000000;1.000000
445624.84830101;5696599.67040070;472.82254984;221;216;209;55512.000000;1.000000;1.000000;1.000000;1.000000;-0.159622;0.159622;-0.159622;1.000000;1.000000
445624.70520218;5696599.89010056;472.76744987;53;53;57;13621.000000;1.000000;1.000000;1.000000;1.000000;0.060101;-0.060101;0.060101;1.000000;1.000000
445624.56550224;5696599.78489883;472.85074999;11;16;17;3598.000000;1.000000;1.000000;1.000000;1.000000;-0.045115;0.045115;-0.045115;1.000000;1.000000
445624.61940201;5696599.65909775;472.95174982;16;20;18;4626.000000;1.000000;1.000000;1.000000;1.000000;-0.170902;0.170902;-0.170902;1.000000;1.000000
445624.93970116;5696599.86389740;472.74974968;72;72;76;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.033897;0.033897;-0.033897;1.000000;1.000000
445624.64130219;5696599.63709839;472.88735010;74;77;75;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.192902;0.192902;-0.192902;1.000000;1.000000
445624.60380180;5696599.80969818;472.82945015;17;17;17;4369.000000;1.000000;1.000000;1.000000;1.000000;-0.020303;0.020303;-0.020303;1.000000;1.000000
445624.68090065;5696599.77630051;472.86744978;14;17;14;3855.000000;1.000000;1.000000;1.000000;1.000000;-0.053699;0.053699;-0.053699;1.000000;1.000000
445624.45890244;5696599.76769836;472.79215004;37;38;29;9252.000000;1.000000;1.000000;1.000000;1.000000;0.075686;-0.075686;0.075686;1.000000;1.000000
445624.95310219;5696599.79680069;472.78214981;161;159;157;40863.000000;1.000000;1.000000;1.000000;1.000000;0.033199;-0.033199;0.033199;1.000000;1.000000
445624.65750130;5696599.90609940;472.77014973;51;53;56;13364.000000;1.000000;1.000000;1.000000;1.000000;0.076099;-0.076099;0.076099;1.000000;1.000000
445624.43890198;5696599.78569992;472.80774977;67;73;60;17733.000000;1.000000;1.000000;1.000000;1.000000;0.076996;-0.076996;0.076996;1.000000;1.000000
